State,Institution Name,Routing Numbers
Colorado,DENVER COMMUNITY CU D.B.A. ZING CU,
Utah,DESERT RIVERS,
Kansas,DILLON,
New York,DIVISION 726,
Virginia,DOMINION ENERGY CREDIT UNION,
Iowa,DU PONT EMPLOYEES,
Virginia,DUPONT COMMUNITY,
Indiana,DeMotte State Bank,
Colorado,Del Norte Bank,
Georgia,Douglas National Bank,
California,EAGLE COMMUNITY,
New Jersey,EAST ORANGE FIREMENS,
Nebraska,EDDYVILLE COOPERATIVE,
Missouri,EDUCATIONAL COMMUNITY,
North Carolina,ELECTEL COOPERATIVE,
Michigan,ELGA,
Alabama,EMBLEM,
Kansas,EMPORIA STATE,
Texas,ENERGY CAPITAL,
California,EPISCOPAL COMMUNITY,
Kansas,ESB Financial,
Florida,EVERGLADES,
Illinois,Eagle Valley Bank,
Michigan,Eaton Community Bank,
Minnesota,Elysian Bank,
Wisconsin,Ergo Bank,
Missouri,Exchange Bank Co.,
Minnesota,"F & M Community Bank, National Association",
Iowa,FAMILY COMMUNITY,
Minnesota,FARM CREDIT EMPLOYEES,
New Jersey,FEDERAL EMPLOYEES NEWARK,
Colorado,FIDELIS CATHOLIC,
Michigan,FINANCIALEDGE,
Minnesota,FIRST ALLIANCE,
New York,FIRST CHOICE FINANCIAL,
New York,FIRST FRONTIER,
Minnesota,FIRST PACE,
Pennsylvania,FIRSTENERGY CHOICE,
Alabama,FLORENCE,
Georgia,FNB SOUTH,
Illinois,FOR MEMBERS ONLY,
Pennsylvania,FORT LIGONIER,
Missouri,FOUNDATION,
Pennsylvania,FRANKLIN JOHNSTOWN,
California,FRESNO GRANGERS,
Ohio,FT RANDALL,
Texas,Falcon International Bank,
Iowa,Farmers Savings Bank & Trust,
Iowa,Farmers Trust & Savings Bank,
California,Farmers and Merchants Bank of Long Beach,
Nebraska,"Farmers and Merchants State Bank, Bloomfield, Nebraska",
Ohio,Fidelity Federal Savings and Loan Association of Delaware,
Minnesota,First Bank Blue Earth,
Alabama,First Bank of Alabama,
Michigan,"First Bank, Upper Michigan",
Wisconsin,First Citizens State Bank,
Tennessee,First Community Bank of Tennessee,
Minnesota,First Farmers & Merchants State Bank of Grand Meadow,
Texas,"First Federal Community Bank, SSB",
Ohio,First Federal Savings and Loan Association of Lorain,
Minnesota,First International Bank & Trust,
Ohio,"First Mutual Bank, FSB",
Texas,First National Bank and Trust Company of Weatherford,
Illinois,First National Bank in Taylorville,
Texas,First National Bank of Giddings,
Florida,First National Bank of Pasco,
Nebraska,First Nebraska Bank,
Alabama,First Progressive Bank,
Kentucky,First Southern National Bank,
Texas,First State Bank of Bedias,
Minnesota,First State Bank of Le Center,
Minnesota,First State Bank of Swanville,
Nebraska,First Tri County Bank,
Kentucky,"First & Farmers National Bank, Inc.",
Florida,Flagship Bank,
Missouri,Focus Bank,
Kentucky,Franklin Bank & Trust Company,
California,Fremont Bank,
California,GAIN,
Indiana,GARY MUNICIPAL EMPLOYEES,
Texas,GENCO,
Georgia,GEORGIA UNITED,
Wisconsin,GLACIER HILLS,
Georgia,GO ENERGY FINANCIAL,
New York,GOOD NEIGHBORS,
Michigan,GRACO,
New York,GREAT MEADOW,
Iowa,GREATER IOWA,
New York,GREATER WOODLAWN,
New Jersey,GSL Savings Bank,
Louisiana,G. C. A.,
New York,Geddes Federal Savings and Loan Association,
Texas,"Gilmer National Bank, Gilmer, Texas",
Illinois,Goodfield State Bank,
Illinois,Grand Rivers Community Bank,
Georgia,Great Oaks Bank,
Massachusetts,Greenfield Savings Bank,
Kansas,Guaranty State Bank and Trust Company,101101879
Georgia,H E A,
Tennessee,HARDIN COUNTY HOSPITAL EMPLOYEES,
Nebraska,HASTINGS,
Indiana,HEALTH CARE PROFESSIONALS,
New Jersey,HEARD A.M.E.,
California,HERITAGE COMMUNITY,
Florida,HIALEAH MUNICIPAL EMPLOYEES,
Texas,HIGHWAY EMPLOYEES,
Wisconsin,HOLY FAMILY MEMORIAL,
Ohio,HOMELAND,
Texas,HOUSTON BELT & TERMINAL,
California,HUNTINGTON BEACH,
Texas,Harmony Bank,
Florida,Helm Bank USA,
Nebraska,Hershey Bank,
Virginia,Highlands Community Bank,
Tennessee,Home Banking Company,
Illinois,"Home State Bank, National Association",
Pennsylvania,Hometown Bank of Pennsylvania,031319045
Illinois,Hoyne Savings Bank,
Massachusetts,I-C,
Texas,ILA 28,
Indiana,INDEPENDENT,
Missouri,INFUZE,
Louisiana,INSTEP,
Texas,INVESTEX,
Illinois,ISRAEL METHCOMM,
Illinois,Illini State Bank,
California,Infinity Bank,
Florida,Intracoastal Bank,
Iowa,Iowa Trust and Savings Bank,
Virginia,JACKSON RIVER COMMUNITY,
Alabama,JEFFERSON CREDIT UNION,
Nebraska,JONES BANK,
North Carolina,"Jackson Savings Bank, SSB",
Kansas,Johnson State Bank,
Michigan,KALSEE,
New Jersey,KEARNY MUNICIPAL EMPLOYEES,
Wisconsin,KENOSHA POLICE AND FIREMEN'S,
California,KINGS,
Wisconsin,KO`OLAU,
Kansas,Kaw Valley State Bank and Trust Company,101111380
Ohio,Kingston National Bank,
California,LA LOMA,
Michigan,LAKESHORE,
Georgia,LANIER,
Texas,LCRA,
Missouri,LEGACY,
Kentucky,LEXINGTON POSTAL COMMUNITY,
Nebraska,LINCOLN S.D.A.,
Michigan,LOC,
New York,LOCAL 804,
California,LONG BEACH FIREMEN S,
Louisiana,LOUISIANA BAPTIST,
Texas,LUBRIZOL EMPLOYEES',
California,L.A. HEALTHCARE,
Minnesota,Lake Elmo Bank,
Kansas,Landmark National Bank,301171007
Texas,"Legend Bank, N.A.",
Iowa,Liberty Trust & Savings Bank,
Virginia,"Locus Bank, Inc.",
Minnesota,Lowry State Bank,
Georgia,MACON-BIBB EMPLOYEES CREDIT UNION,
Michigan,MANISTIQUE,
Georgia,MARSHLAND,
Texas,MATAGORDA COUNTY,
Florida,MCCOY,
Texas,MCT,
Michigan,MEIJER,
Kentucky,MEMBERS HERITAGE,
Wisconsin,MEMBERS' ADVANTAGE,
Pennsylvania,MERHO,
Tennessee,METHODIST HEALTHCARE,
Tennessee,METROPOLITAN TEACHERS,
Michigan,MICHIGAN EDUCATIONAL,
Alabama,MID-ISLAND,
Indiana,MIDWEST AMERICA,
Massachusetts,MILLS42,
California,MISSION,
California,MODESTO'S FIRST,
Indiana,MONTANA EDUCATORS',
Texas,MOPAC EMPLOYEES,
Virginia,MOUNT PLEASANT BAPTIST CHURCH,
Kentucky,MSD,
Oklahoma,MUNICIPAL EMPS CU OF OKLAHOMA CITY,
Texas,MY COMMUNITY,
Tennessee,M.P.D. COMMUNITY,
Massachusetts,Main Street Bank,
Florida,Marine Bank & Trust Company,
Virginia,Martinsville First Savings Bank,
Wisconsin,Mayville Savings Bank,
California,Mega Bank,
Massachusetts,Methuen Co-operative Bank,
Missouri,Mid-Missouri Bank,
Illinois,Midwest National Bank,
Nebraska,Minden Exchange Bank & Trust Company,
California,"Mizrahi Tefahot Bank, Ltd.",
Oklahoma,Monument Bank,
Texas,Muenster State Bank,
New York,N C P D,
Utah,NATIONAL J. A. C. L.,
Nebraska,NEIGHBORHOOD COMMUNITY,
New York,NEW COVENANT DOMINION,
New Jersey,NEW JERSEY COMMUNITY,
New York,NEW YORK TIMES EMPLOYEES,
Ohio,NICKEL STEEL,
Alabama,NORTH ALABAMA EDUCATORS,
Minnesota,NORTH MEMORIAL,
Alabama,NORTHEAST ALABAMA POSTAL,
Colorado,NORTHERN NEW MEXICO SCHOOL EMPLOYEE,
Illinois,NORTHWEST MUNICIPAL,
New Jersey,NOVA UA,
Colorado,NUVISTA,
Illinois,Nashville Savings Bank,
Nebraska,Nebraska State Bank and Trust Company,
Missouri,New Era Bank,
Tennessee,Newport Federal Bank,
Illinois,North Central Bank,
Illinois,"Northbrook Bank and Trust Company, National Association",
Michigan,Northstar Bank,
Wisconsin,OAKDALE,
Ohio,OHIO VALLEY COMMUNITY,
Colorado,OLATHE,
Nebraska,OMAHA,
New York,ONEIDA COUNTY,
Tennessee,ORION,
Illinois,OTTAWA HIWAY,
Missouri,OZARK,
Iowa,Ohnward Bank & Trust,
Wisconsin,Oostburg State Bank,
Missouri,Ozark Bank,
Pennsylvania,PAGODA,
Pennsylvania,PAPER CONVERTERS LOCAL 286/1034,
Colorado,PARTNER COLORADO,
Tennessee,PATRIOT EQUITY,
Louisiana,PELICAN,
Pennsylvania,PENNSYLVANIA STATE EMPLOYEES,
Illinois,PEORIA POSTAL EMPLOYEES,
Illinois,PILGRIM BAPTIST,
Massachusetts,PIONEER VALLEY,
Pennsylvania,POCONO MEDICAL CENTER,
California,POPA,
Pennsylvania,POST GAZETTE,
Colorado,POWER,
Wisconsin,PRIME FINANCIAL,
Indiana,PROFESSIONAL POLICE OFFICERS,
New Jersey,PUBLIC SERVICE E.D. TRENTON,
New Jersey,P.S.E. & G. NUCLEAR EMPLOYEES,
Minnesota,Park State Bank,
Texas,Pavillion Bank,
Missouri,Peoples Bank Co.,
Missouri,"Peoples Bank of Wyaconda, Missouri",
Illinois,Peoples State Bank of Colfax,
Alabama,Phenix-Girard Bank,
Minnesota,Pine Country Bank,
Minnesota,Platinum Bank,
Florida,Portrait Bank,
Kansas,Prescott State Bank,
Iowa,Principal Bank,
California,"Provident Savings Bank, F.S.B.",
Massachusetts,QUINCY,
North Carolina,R T P,
California,RANCHO,
Alabama,RED OAK,
Texas,REFUGIO COUNTY,
Colorado,"RG Bank, A Savings and Loan Association",302170405
Wisconsin,RIPPLE,
California,RIZE,
Illinois,ROCKFORD MUNICIPAL EMPLOYEES,
Nebraska,RVR Bank,
Louisiana,Red River Bank,
Louisiana,Resource Bank,
Iowa,Rivers Edge Bank,
Massachusetts,Rollstone Bank & Trust,
Louisiana,S H P E,
Oklahoma,SAINT FRANCIS EMPLOYEES,
New York,SALT CITY,
Utah,SAN JUAN,
Georgia,SAVANNAH POSTAL,
Texas,SCOTT AND WHITE EMPLOYEES,
Illinois,SELECT EMPLOYEES,
New York,SERVU,
Minnesota,SHAREPOINT,
Texas,SHERWIN,
Virginia,SIGNAL FINANCIAL,
Illinois,SIU,
Kansas,SM,
Ohio,SOFTITE COMMUNITY,
Colorado,SOOPER CU DBA CLIMB CU,
Illinois,SOUTH SHOP,
Georgia,SOUTHEASTERN,
Texas,SOUTHWEST 66,
Colorado,SPACE AGE,
Georgia,SRP,
New York,STATE CS EMPLOYEES,
Georgia,STEPHENS COUNTY COMMUNITY,
New York,STRATTON AIR NATIONAL GUARD,
Minnesota,ST. CLOUD FINANCIAL,
Missouri,ST. LOUIS COMMUNITY,
Minnesota,ST. PAUL,
Florida,SUNCOAST,
Wisconsin,SUPERIOR MUNICIPAL EMPLOYEES,
New York,SYRACUSE POSTAL,
Florida,Sanibel Captiva Community Bank,
Illinois,Scott State Bank,
Missouri,Security Bank of Pulaski County,
Oklahoma,Security First National Bank of Hugo,
Iowa,Security Trust & Savings Bank,
Minnesota,Sherburne State Bank,
Louisiana,Simmesport State Bank,
New York,Solvay Bank,
Iowa,South Ottumwa Savings Bank,
Illinois,Southern Illinois Bank,
Kansas,Southwind Bank,
Indiana,Springs Valley Bank & Trust Company,
Nebraska,Stanton State Bank,
Minnesota,State Bank of Chandler,
Minnesota,State Bank of Jeffers,
Missouri,State Bank of Southwest Missouri,
Missouri,Stifel Bank,
Michigan,Sturgis Bank & Trust Company,
Florida,Sunstate Bank,
Louisiana,T E A,
Texas,TARRANT COUNTY'S CREDIT UNION,
New York,TCT,
Texas,TELCO PLUS,
Tennessee,TENNESSEE EMPLOYEES,
Texas,TEXAS ASSOCIATIONS OF PROFESSIONALS,
Texas,TEXAS TECH,
Illinois,THE CREDIT UNION FOR ALL,
Pennsylvania,THE ONE,
Georgia,THE WRIGHT,
Tennessee,TNBANK,
Pennsylvania,TOP TIER,
New York,TOWN OF CHEEKTOWAGA,
New York,TRANSIT,
Pennsylvania,TRI STATE RAIL,
Utah,TRU,
Minnesota,TRUSTAR,
Alabama,TVH,
Iowa,Templeton Savings Bank,
Texas,Texas Champion Bank,
Texas,"Texas Republic Bank, National Association",
Illinois,The Atlanta National Bank,
Georgia,The Bank of Edison,
Ohio,The Bank of Magnolia Company,
Kansas,The Bank of Tescott,
Virginia,The Blue Grass Valley Bank,
Kentucky,"The Casey County Bank, Inc.",
Iowa,The Citizens First National Bank of Storm Lake,
Kansas,The Citizens State Bank and Trust Company,
Kansas,The City State Bank,
Ohio,The Corn City State Bank,
Colorado,The Dolores State Bank,
Ohio,The Fahey Banking Company,
Kansas,The Farmers State Bank of Blue Mound,
Kansas,The Fidelity State Bank and Trust Company,
Oklahoma,The First National Bank and Trust Company of Broken Arrow,
Colorado,The First National Bank in Trinidad,
Texas,The First National Bank of Ballinger,
Ohio,The First National Bank of Dennison,
Oklahoma,The First National Bank of Fort Smith,
Kansas,The First National Bank of Hope,
Kansas,The First National Bank of Louisburg,
Texas,The First National Bank of Moody,
Minnesota,The First National Bank of Proctor,
Texas,The First National Bank of Stanton,
Illinois,The First State Bank of Dongola,
Virginia,The Freedom Bank of Virginia,
Ohio,The Hamler State Bank,
Pennsylvania,The Honesdale National Bank,031308535
Texas,The Karnes County National Bank of Karnes City,
Kansas,The Lyndon State Bank,
Minnesota,The Miners National Bank of Eveleth,
Virginia,The National Bank of Blacksburg,
Ohio,The North Side Bank and Trust Company,
Texas,The Pecos County State Bank,
Wisconsin,The Peshtigo National Bank,
Ohio,The Richwood Banking Company,
Iowa,The Shelby County State Bank,
Illinois,The State Bank of Pearl City,
Nebraska,The Tri-County Bank,
Kansas,The Walton State Bank,
Tennessee,Thread Bank,
Wisconsin,"Town Bank, National Association",
Wisconsin,Tri City National Bank,
Texas,"Trinity Bank, N.A.",
California,Tustin Community Bank,
Pennsylvania,UKRAINIAN SELFRELIANCE OF WEST. PA.,
Texas,UNION FIDELITY,
Texas,UNITED ENERGY,
Kansas,UNITED NORTHWEST,
Illinois,UNIVERSITY OF ILLINOIS COMMUNITY,
Tennessee,UPPER CUMBERLAND,
Pennsylvania,URE,
Pennsylvania,UTILITIES EMPLOYEES,
Ohio,U.P.S.,
Iowa,United Bank & Trust Co.,
Kentucky,"United Community Bank of West Kentucky, Inc.",
New Jersey,United Roosevelt Savings Bank,
Michigan,Upper Peninsula State Bank,
Wisconsin,VALLEY COMMUNITIES,
Texas,VALWOOD PARK,
Texas,VELOCITY,
California,VIDA,
California,VISION ONE,
Texas,Vantage Bank Texas,
Minnesota,Vermillion State Bank,
Kansas,Vintage Bank Kansas,
Texas,WACO,
Pennsylvania,WASHINGTON AREA TEACHERS,
Michigan,WAYNE-WESTLAND,
Colorado,WELD COMMUNITY,
Missouri,WEST SIDE BAPTIST CHURCH,
New York,WESTERN NEW YORK,
Oklahoma,WESTREET,
Pennsylvania,WHITE ROSE,
Illinois,WILLIAMSON COUNTY CATHOLIC,
North Carolina,WNC COMMUNITY  CU,
Ohio,"WRIGHT-PATT CREDIT UNION, INC.",
Massachusetts,Walpole Co-operative Bank,
Oklahoma,Watermark Bank,
Minnesota,Welcome State Bank,
Michigan,West Michigan Community Bank,
Texas,WestStar Bank,
Illinois,Williamsville State Bank & Trust,
Wisconsin,Woodford State Bank,
Louisiana,XPLORE,
Ohio,YTR COMMUNITY,
New Jersey,1166,
Indiana,1ST STREET,
Pennsylvania,A T & T EMPLOYEES PITTSBURGH,
Georgia,ADDITION FINANCIAL,
Michigan,AFENA,
Pennsylvania,ALLEGHENY CENTRAL,
Pennsylvania,AMERICAN HERITAGE,
Virginia,ANDREWS FEDERAL CREDIT UNION,
Missouri,ARSENAL,
Michigan,A.B.D.,
New York,Amerasia Bank,
Georgia,"American Commerce Bank, National Association",
Texas,American Nation Bank,
New York,Apple Bank,226070584
Utah,Axos Bank,122287251
Texas,BEACON,
North Carolina,BLUEGRASS COMMUNITY,
Utah,BUTTE COMMUNITY,
Wisconsin,Bank of Alma,
Missouri,Bank of Springfield,
Nebraska,BankFirst,
Georgia,Barwick Banking Company,
Iowa,Blackhawk Bank & Trust,
Texas,C C S E,
New York,CAMBRIDGE MUNICIPAL EMPLOYEES,
Texas,CARTER,
Ohio,CENTURY,
Indiana,CHICAGO FIREMANS ASSOC,
New York,CLIFTON NJ POSTAL EMPLOYEES,
Oklahoma,COMANCHE COUNTY,
Illinois,COMMUNITY,
Texas,COUNCILL,
New Jersey,"CREDIT UNION OF NEW JERSEY, A",
Missouri,Carrollton Bank,
Pennsylvania,Chemung Canal Trust Company,021301115
Texas,Citizens National Bank of Texas,
Georgia,Colony Bank,
Tennessee,"Community Trust Bank, Inc.",
Kansas,DEL MET,
Ohio,DIRECTIONS,
Oklahoma,"Dream First Bank, National Association",
Ohio,EDUCATION PERSONNEL,
Louisiana,ENGAGE,
North Carolina,EXCITE,
New York,Emigrant Bank,
Georgia,FAITH CONNECTION,
Louisiana,FIDELITY BANK,
Georgia,FIRST COMMERCE,
Pennsylvania,FIRST HERITAGE,
Georgia,FIVE STAR,
Tennessee,FORTERA,
Texas,Farmers Bank & Trust Company,
Louisiana,Farmers State Bank & Trust Co.,
Minnesota,Farmers & Merchants Savings Bank,
Oklahoma,First Bank and Trust Company,
Kansas,First FarmBank,
Kentucky,First Harrison Bank,
Wisconsin,First National Bank & Trust Company,
Missouri,First Option Bank,
Oklahoma,First Security Bank and Trust Company,
Kansas,FirstOak Bank,
Utah,Fortis Bank,
Iowa,Frontier Bank,
Indiana,GENERATIONS,
Pennsylvania,GNC COMMUNITY,
Wisconsin,GREATER PITTSBURGH POLICE,
Texas,GULF COAST,
Kansas,"Golden Belt Bank, FSA",
Texas,Great Plains National Bank,
Tennessee,Guaranty Bank and Trust Company,
Pennsylvania,HERITAGE FINANCIAL,
Wisconsin,HOLLYFRONTIER EMPLOYEE'S,
New York,Hanover Community Bank,
Ohio,"Heritage Bank, Inc.",
Minnesota,Home State Bank,
Illinois,"INB, National Association",
Georgia,ITHINK FINANCIAL,
New York,Interaudi Bank,
Illinois,Ipava State Bank,
Indiana,JOLIET FIREFIGHTERS,
Tennessee,KEMBA DELTA,
Tennessee,KNOX CO. EMPLOYEES,
Ohio,Kentucky Farmers Bank Corporation,
New Jersey,LAKEHURST NAVAL,
Pennsylvania,LATROBE,
Tennessee,LISTERHILL,
Texas,LUSO-AMERICAN,
Indiana,Legence Bank,
Utah,M G EMPLOYEES,
Missouri,MAZUMA,
Virginia,MERCK EMPLOYEES,
Michigan,MICHIGAN STATE UNIVERSITY,
Wisconsin,MINNESOTA CATHOLIC,
Massachusetts,MORTON,
Texas,MapleMark Bank,
Pennsylvania,Meridian Bank,031918828
Kansas,"Midwest Heritage Bank, FSB",
Virginia,Movement Bank,
Pennsylvania,NET,
Virginia,NORFOLK FIRE DEPARTMENT,
Texas,NORTHWEST COMMUNITY,
Virginia,NY FIREFIGHTERS BRAVEST,
New York,NorthEast Community Bank,
Nebraska,OMAHA PUBLIC POWER DIST EMP,
Wisconsin,Oakwood Bank,
Michigan,PARDA,
Tennessee,PATHWAY,
Iowa,PEOPLES,
Colorado,POLAM,
Michigan,PRIORITY,
Texas,Panhandle First Bank,
New York,Peapack Private Bank & Trust,
Kentucky,Peoples Exchange Bank,
New York,"Ponce Bank, National Association",
Texas,Prosperity Bank,
Oklahoma,RCB Bank,
Utah,REMINGTON,
Indiana,RIVER TO RIVER,
Texas,ROCKLAND EMPLOYEES,
Florida,River Bank & Trust,
Virginia,S I PHILADELPHIA,
Pennsylvania,SCA,
Texas,SECNY,
Texas,SHARE ADVANTAGE,
Texas,SKYONE,
Tennessee,SOUTHEAST FINANCIAL,
Nebraska,SPIRIT OF AMERICA,
Texas,ST. LOUIS POLICEMEN`S,
Wisconsin,SUPERIOR CHOICE,
Texas,Sabine State Bank and Trust Company,
Missouri,Security Bank of Kansas City,
Tennessee,"South Central Bank,  Inc.",
Texas,Southwestern National Bank,
Wisconsin,"State Bank of the Lakes, National Association",
Utah,"Stride Bank, National Association",
Texas,TECHNOLOGY,
Texas,TEXOMA EDUCATORS,
Ohio,THREE RIVERS,
Tennessee,TRANSPORT,
Wisconsin,TRUNORTHERN,
Utah,TYLER CITY EMPLOYEES,
Oklahoma,The Bank of Beaver City,
Georgia,The Claxton Bank,
Wisconsin,The Farmers & Merchants Bank,
Ohio,"The Home Savings and Loan Company of Kenton, Ohio, DBA HSLC",
Ohio,The State Bank and Trust Company,
Georgia,Thomasville National Bank,
Nebraska,Town & Country Bank,
Utah,ULSTER,
Missouri,UNITED CONSUMERS,
New York,USALLIANCE,
Texas,U. S. EMPLOYEES O. C.,
Tennessee,United Cumberland Bank,
Tennessee,VANDERBILT,
Wisconsin,WALLED LAKE SCHOOLS,
Utah,WIREMEN'S,
Massachusetts,Washington Savings Bank,
New York,"Webster Bank, National Association",
Tennessee,Y-12,
Texas,b1BANK,
Illinois,ACTORS,
New York,AFFINITY,
New Jersey,Abacus Federal Savings Bank,
Minnesota,"Alerus Financial, National Association",
Oklahoma,Arvest Bank,
Kansas,Bank 7,
Missouri,CATHOLIC FAMILY,
North Carolina,CENTRA,
Alabama,CITY,
Minnesota,CONNEXUS,
Wisconsin,COVANTAGE,
Kansas,Central National Bank,
Louisiana,Citizens Savings Bank,
Tennessee,Community Bank of Mississippi,
Florida,ConnectOne Bank,021213944
New York,Customers Bank,031302971
Virginia,"Dollar Bank, Federal Savings Bank",241070394
Illinois,Exchange State Bank,
Illinois,FINANCIAL PARTNERS,
Michigan,FLORIDA CUSTOMS,
Georgia,First Carolina Bank,
New Jersey,First Commerce Bank,
Texas,First Guaranty Bank,
Alabama,First US Bank,
Pennsylvania,"Fulton Bank, National Association",
Nebraska,GREENSTATE,
California,HANSCOM,
Pennsylvania,HORIZON,
Utah,"Happen Bank, National Association",
California,INTERFAITH,
Florida,JM ASSOCIATES,
Tennessee,LIBERTY,
Missouri,MEMBERS 1ST,
Colorado,MERIWEST,
New York,Metropolitan Commercial Bank,
Indiana,NOTRE DAME,
New Jersey,NewBank,
Pennsylvania,"OceanFirst Bank, National Association",
Alabama,PENAIR,
North Carolina,Paragon Bank,
Virginia,Pioneer Bank,
New Jersey,Provident Bank,
Iowa,R.I.A.,
Pennsylvania,SELF RELIANCE FINANCIAL,
Colorado,STAR FINANCIAL,
Ohio,SUMMIT,
Texas,Security National Bank of Omaha,
Illinois,Sterling Bank,
Florida,Sunwest Bank,
Texas,TRUGROCER,
Indiana,The Farmers & Merchants State Bank,
Oklahoma,The First Security Bank,
New York,UKRAINIAN NATIONAL,
Colorado,USAA Federal Savings Bank,
Minnesota,VERIDIAN,
Utah,WaFd Bank,
Florida,"Wilmington Savings Fund Society, FSB",
North Carolina,Ameris Bank,061201754
North Carolina,CAMPBELL,
Tennessee,CITY & COUNTY,
Illinois,"Capital Bank, National Association",
Pennsylvania,"Community Bank, National Association",
Ohio,EVEREST,
Oklahoma,Equity Bank,
Georgia,FAMILY FIRST,
Wisconsin,FIRST CHOICE,
Iowa,Fidelity Bank & Trust,
Ohio,First Merchants Bank,
Kansas,First State Bank and Trust,
